season,round,pick,team,pfr_player_name,position,age,hof,allpro,probowls,seasons_started,seasons_played,w_av,games,RAS,w_av_py,stratum
1988,1,14,RAM,Gaston Green,RB,22,FALSE,0,1,2,5,16,58,7.45,3.2,Stratum 2
1988,1,15,SDG,Anthony Miller,WR,23,FALSE,0,5,10,10,74,155,9.27,7.4,Stratum 3
1988,1,15,SDG,Anthony Miller,WR,23,FALSE,0,5,10,10,74,155,7.25,7.4,Stratum 2
1988,1,17,NWE,John Stephens,RB,22,FALSE,0,1,4,6,23,88,10,3.8333333333333335,Stratum 4
1988,1,20,RAM,Aaron Cox,WR,23,FALSE,0,0,1,6,15,82,4.63,2.5,Stratum 1
1988,2,28,ATL,Marcus Cotton,LB,22,FALSE,0,0,0,4,5,44,7.62,1.25,Stratum 2
1988,2,29,DET,Chris Spielman,LB,22,FALSE,1,4,10,10,74,148,3.17,7.4,Stratum 1
1988,2,32,DET,Pat Carter,TE,22,FALSE,0,0,6,10,9,154,0.63,0.9,Stratum 1
1988,2,33,SFO,Danny Stubbs,DE,23,FALSE,0,0,3,11,30,134,3.13,2.727272727272727,Stratum 1
1988,2,34,GNB,Shawn Patterson,DE,24,FALSE,0,0,0,6,10,48,9.69,1.6666666666666667,Stratum 4
1988,2,38,PHO,Tony Jeffery,RB,24,FALSE,0,0,0,1,0,3,6.08,0,Stratum 1
1988,2,40,BUF,Thurman Thomas,RB,22,TRUE,2,5,10,13,110,182,8.04,8.461538461538462,Stratum 2
1988,2,43,NWE,Vincent Brown,LB,23,FALSE,0,0,7,8,52,123,5.24,6.5,Stratum 1
1988,2,44,PIT,Dermontti Dawson,OC,23,TRUE,6,7,11,13,96,184,8.46,7.384615384615385,Stratum 3
1988,2,45,DEN,Gerald Perry,OT,23,FALSE,0,0,6,8,36,97,8,4.5,Stratum 2
1988,2,46,RAM,Flipper Anderson,WR,23,FALSE,0,0,6,10,42,114,7.5,4.2,Stratum 2
1988,2,47,RAM,Fred Strickland,LB,22,FALSE,0,0,8,12,46,161,7.94,3.8333333333333335,Stratum 2
1988,2,49,SEA,Brian Blades,WR,23,FALSE,0,1,9,11,60,156,7.63,5.454545454545454,Stratum 2
1988,2,52,NOR,Brett Perriman,WR,22,FALSE,0,0,7,10,59,153,9.88,5.9,Stratum 4
1988,2,53,TAM,Lars Tate,RB,22,FALSE,0,0,2,3,8,33,9.8,2.6666666666666665,Stratum 4
1988,3,56,ATL,Alex Higdon,TE,21,FALSE,0,0,0,1,0,3,9.38,0,Stratum 3
1988,3,60,SDG,Quinn Early,WR,23,FALSE,0,0,8,12,46,179,9.38,3.8333333333333335,Stratum 3
1988,3,61,GNB,Keith Woodside,RB,24,FALSE,0,0,4,4,16,64,6.86,4,Stratum 2
1988,3,64,PHI,Matt Patchan,OT,NA,FALSE,0,0,0,NA,0,NA,9.71,NA,Stratum 4
1988,3,65,BUF,Bernard Ford,WR,22,FALSE,0,0,0,3,1,24,8.13,0.3333333333333333,Stratum 2
